30,15,12
31,15,12
32,15,12
33,15,12
34,15,12
35,15,12
36,15,12
37,15,12
38,15,12
39,15,12
40,15,12
40,14,12
40,13,12
40,12,12
40,11,12
40,10,12
40,9,12
40,8,12
41,8,12
42,8,12
43,8,12
44,8,12
45,8,12
46,8,12
46,9,12
46,10,12
46,11,12
46,12,12
45,12,12
44,12,12
43,12,12
42,12,12
41,12,12
40,12,12
39,12,12
38,12,12
37,12,12
36,12,12
35,12,12
34,12,12
33,12,12
32,12,12
31,12,12
30,12,12
29,12,12
28,12,12
27,12,12
26,12,12
25,12,12
24,12,12
23,12,12
22,12,12
21,12,12
20,12,12
20,11,12
20,10,12
20,9,12
20,8,12
20,7,12
20,6,12
20,5,12
20,4,12
20,3,12
20,19,12
21,19,12
22,19,12
23,19,12
24,19,12
25,19,12
26,19,12
27,19,12
28,19,12
29,19,12
30,19,12
31,19,12
32,19,12
33,19,12
34,19,12
35,19,12
36,19,12
37,19,12
38,19,12
39,19,12
40,19,12
41,19,12
42,19,12
43,19,12
44,19,12
45,19,12
46,19,12
47,19,12
48,19,12
49,19,12
50,19,12
51,19,12
52,19,12
53,19,12
54,19,12
55,19,12
56,19,12
57,19,12
58,19,12
59,19,12
60,19,12
61,19,12
62,19,12
63,19,12
64,19,12
65,19,12
66,19,12
67,19,12
68,19,12
69,19,12
70,19,12
71,19,12
72,19,12
73,19,12
74,19,12
75,19,12
76,19,12
77,19,12
2,19,12
3,19,12
4,19,12
5,19,12
6,19,12
7,19,12
8,19,12
9,19,12
10,19,12
11,19,12
12,19,12
13,19,12
14,19,12
15,19,12
16,19,12
17,19,12
18,19,12
19,19,12
20,19,12
21,19,12
22,19,12
23,19,12
24,19,12
25,19,12
26,19,12
27,19,12
28,19,12
29,19,12
29,18,12
29,17,12
29,16,12
29,15,12
29,14,12
29,13,12
29,12,12
29,11,12
29,10,12
30,10,12
31,10,12
32,10,12
33,10,12
34,10,12
35,10,12
36,10,12
37,10,12
38,10,12
39,10,12
40,10,12
41,10,12
42,10,12
43,10,12
44,10,12
45,10,12
46,10,12
47,10,12
48,10,12
49,10,12
50,10,12
51,10,12
52,10,12
53,10,12
54,10,12
55,10,12
56,10,12
57,10,12
58,10,12
59,10,12
60,10,12
61,10,12
61,11,12
61,12,12
61,13,12
61,14,12
61,15,12
60,15,12
59,15,12
58,15,12
57,15,12
56,15,12
55,15,12
54,15,12
53,15,12
52,15,12
51,15,12
51,14,12
51,13,12
51,12,12
50,12,12
49,12,12
48,12,12
48,13,12
48,14,12
48,15,12
49,15,12
50,15,12
51,15,12
52,15,12
53,15,12
54,15,12
55,15,12
56,15,12
56,14,12
56,13,12
56,12,12
55,12,12
54,12,12
53,12,12
52,12,12
52,13,12
52,14,12
52,15,12
52,16,12
52,17,12
52,18,12
52,19,12
51,19,12
50,19,12
49,19,12
48,19,12
